pl,player,games,minutes,points,m2,a2,per2,m3,a3,per3,mfg,afg,perfg,mft,aft,perft,dr,or,tr,as,st,to,bs,pf,ef,plusminus,dbl
78,"GREER L. (SG)
New Yorker Phantoms Braunschweig",31,26:28:00,8.9,1.9,4,48.00%,1.3,4.1,31.00%,3.2,8.1,39.40%,1.3,1.7,73.60%,0.2,1.5,1.7,2.3,0.7,1,0,1.3,7.2,-1.1,2
65,"HODZIC A. (PF)
WALTER Tigers Tübingen",34,20:56:00,8.8,2.9,5.6,52.60%,0.5,1.2,40.00%,3.4,6.8,50.40%,1.5,1.9,78.50%,0.9,3.2,4.1,0.7,0.1,1.6,0.1,2.9,8.4,-2.7,0
71,"BOONE J. (C)
s.Oliver Baskets",33,23:36:00,8.8,3.4,6.3,54.60%,0,0,0.00%,3.4,6.3,54.30%,2,3.7,52.90%,2.7,2.9,5.6,0.6,0.5,1.7,0.7,3.9,9.9,5.3,0
197,"HAMILTON K. (PG)
BBC Bayreuth",4,28:50:00,8.8,2.8,5.3,52.40%,1,2.5,40.00%,3.8,7.8,48.40%,0.3,0.3,100.00%,0.5,2.8,3.3,4,1.3,2.3,0,3.3,11,-9.5,1
68,"ARCHIBONG K. (PF)
LTi GIESSEN 46ers",34,23:55:00,8.7,3.2,5.9,55.00%,0.2,0.9,27.60%,3.5,6.7,51.50%,1.5,2.2,70.30%,1.7,2.9,4.6,0.8,0.6,1.9,0,2.8,8.9,-6,2
76,"JACOBSON B. (PG)
s.Oliver Baskets",33,29:09:00,8.6,1.9,4.7,41.30%,1.2,4,29.30%,3.1,8.7,35.80%,1.2,1.7,66.70%,0.5,2.3,2.8,3,0.9,1.5,0,2.2,7.7,2.7,0
96,"GREER J. (SF)
EnBW Ludwigsburg",27,27:52:00,8.6,1.1,2.6,44.30%,1.7,4,42.60%,2.9,6.6,43.30%,1.2,1.5,80.50%,1.2,3,4.2,2.1,0.8,1.1,0.3,2.1,10.9,-0.5,0
73,"LISCHKA J. (SF)
EnBW Ludwigsburg",34,23:20:00,8.5,2.9,6.1,46.40%,0.5,1.6,32.10%,3.4,7.7,43.50%,1.3,1.9,66.20%,1.2,3.4,4.7,1,0.7,1.4,0.2,1.7,8.8,-2.2,0
81,"MCELROY I. (SF)
New Yorker Phantoms Braunschweig",32,29:50:00,8.5,2.2,4,55.00%,0.7,1.7,39.60%,2.9,5.7,50.60%,2.1,2.8,76.10%,1.2,3.2,4.4,3.3,1,1.6,0.1,2.2,12.2,1.7,0
97,"THOMPSON M. (PG)
FRAPORT SKYLINERS",27,24:49:00,8.5,1.4,2.9,47.40%,1.5,3.3,44.40%,2.9,6.2,45.80%,1.3,1.7,76.10%,0.2,1.4,1.7,1.7,0.5,1.2,0,2.6,7.3,-1,0
110,"ALLEN J. (SF)
BG Göttingen",23,23:55:00,8.5,1.3,3.2,39.20%,1.7,5,34.50%,3,8.3,36.30%,0.7,1,70.80%,0.2,2.5,2.7,1.3,1.1,1.1,0,2.8,6.8,-8.3,3
85,"BLACKWOOD T. (PG)
Phoenix Hagen",31,24:44:00,8.4,0.9,2.3,40.30%,1.8,5,35.70%,2.7,7.3,37.20%,1.2,1.4,83.70%,0.6,1.2,1.8,2.1,0.9,1.4,0,2.3,6.9,-3.1,0
88,"BENZING R. (SF)
FC Bayern München",30,24:17:00,8.4,1.9,3.8,50.40%,1,2.7,35.40%,2.9,6.6,44.20%,1.7,2.3,71.40%,0.7,2.7,3.4,0.7,0.5,1,0.1,2.6,7.9,5.6,0
100,"IDBIHI Y. (C)
ALBA BERLIN",27,16:59:00,8.4,2.9,4.9,59.50%,0,0,0.00%,2.9,4.9,59.10%,2.6,3.1,83.30%,1.7,2.6,4.3,0.4,0.2,0.7,0.5,2.3,10.5,4.6,0
108,"CONSTANTINE A. (C)
Phoenix Hagen",24,21:28:00,8.4,3.3,5.4,61.50%,0,0,100.00%,3.4,5.5,61.80%,1.6,3,53.50%,1.7,2.8,4.4,0.6,0.3,1.3,0.9,2.3,9.8,-5.4,0
133,"GIBSON D. (PG)
FRAPORT SKYLINERS",18,22:34:00,8.4,2.2,5.1,42.40%,0.3,1.1,25.00%,2.4,6.2,39.30%,3.3,4.5,72.80%,0.8,1.9,2.7,2.7,1.4,1.7,0.2,2.7,8.8,1.7,2
134,"DENNIS S. (PG)
New Yorker Phantoms Braunschweig",18,22:06:00,8.4,2.6,5.7,45.10%,0.4,1.3,30.40%,2.9,6.9,42.40%,2.1,2.9,73.10%,0.5,2.2,2.7,2.5,0.8,1.8,0.2,2.4,8.1,-1.3,0
77,"SMITH M. (SF)
Eisbären Bremerhaven",34,21:42:00,8.3,1.7,4,41.60%,0.8,2.1,37.00%,2.5,6.2,40.00%,2.6,3,85.40%,1,2.5,3.5,1.5,0.6,0.9,0.2,2.9,9,-0.2,0
93,"SUPUT P. (PF)
Brose Baskets",30,18:28:00,8.3,2.4,5,47.00%,0.7,1.9,36.20%,3.1,7,44.00%,1.5,1.8,83.00%,0.6,2.1,2.7,1.9,0.5,1.4,0.1,1.9,8,8.8,0
120,"BURTSCHI J. (SF)
FRAPORT SKYLINERS",22,30:27:00,8.2,1.3,2.6,50.00%,1.3,3.6,36.30%,2.6,6.3,42.00%,1.6,1.8,87.50%,1.1,3.4,4.5,1.4,1.1,1.2,0.1,2.3,10.1,2.7,0
170,"AHELEGBE K. (PG)
BG Göttingen",10,26:22:00,8.1,1.9,4.2,45.20%,0.5,1.6,31.30%,2.4,5.8,41.40%,2.8,3.2,87.50%,0.2,1.5,1.7,1.9,0.5,1.6,0.1,2.6,6.9,-12.4,0
162,"MILOSEVIC I. (PG)
New Yorker Phantoms Braunschweig",13,18:21:00,8,2.5,3.8,66.00%,0.5,1.1,42.90%,3,4.9,60.90%,1.5,2.4,64.50%,0.2,1.2,1.4,2.9,1.1,1.7,0,3.1,8.9,2.2,1
82,"LITTLE J. (SG)
s.Oliver Baskets",34,27:32:00,7.9,2.1,5.4,38.60%,0.9,2.4,35.80%,2.9,7.8,37.70%,1.2,2,61.20%,0.9,2.3,3.2,1.6,0.7,1.5,0.2,3,6.4,4.3,0
115,"FRAZIER C. (PG)
s.Oliver Baskets",24,24:28:00,7.9,1.8,4.8,36.50%,0.8,2.9,28.60%,2.6,7.7,33.50%,1.9,3.2,60.50%,1.3,2.5,3.7,1.9,1.2,1.6,0.1,2.3,6.9,4.4,0
178,"CROWE J. (PG)
Phoenix Hagen",9,24:59:00,7.7,1,3.1,32.10%,1.6,5.4,28.60%,2.6,8.6,29.90%,1,1.4,69.20%,0.6,3.3,3.9,2.9,1.4,3,0.1,3,6.6,-9.3,0
86,"ROBERTSON Q. (SG)
FRAPORT SKYLINERS",34,34:03:00,7.5,2.4,4.8,50.00%,0.3,1.8,17.70%,2.7,6.6,41.20%,1.7,2.3,75.30%,1.2,3.2,4.4,2.3,1.2,1.4,0.2,3.1,9.8,1.5,1
157,"VEIDEMAN R. (SG)
BBC Bayreuth",14,24:21:00,7.5,1.4,3.1,46.50%,1,2.8,35.90%,2.4,5.9,41.50%,1.6,2.5,65.70%,0.6,1.7,2.4,1.9,0.9,2.1,0.2,2.1,6.4,-3.9,1
87,"NANKIVIL K. (PF)
ratiopharm ulm",34,22:50:00,7.4,1.2,2.7,44.00%,1.5,3.7,39.40%,2.6,6.4,41.30%,0.7,0.9,79.30%,1,3.4,4.4,0.7,0.3,0.9,0.8,2,8.8,5.8,1
90,"SIMONOVIC M. (SF)
ALBA BERLIN",34,20:40:00,7.4,1.3,2.3,55.80%,1.3,3.7,33.90%,2.5,6,42.20%,1.1,1.6,66.70%,0.7,2.2,2.8,1.3,0.3,0.8,0.2,1.6,7.1,5,1
91,"HAMANN S. (PG)
FC Bayern München",34,25:43:00,7.4,1.9,3.2,59.30%,0.4,1.4,28.60%,2.3,4.6,49.70%,2.4,3.5,67.80%,0.2,1.7,1.9,4.4,0.9,2,0,2.7,9,2.9,0
99,"HESS A. (SF)
Artland Dragons",31,16:17:00,7.4,0.9,1.5,60.40%,1.4,3.3,42.70%,2.4,4.9,48.30%,1.2,1.5,84.40%,0.4,1.6,2,0.5,0.2,0.4,0.1,2.4,7.1,3.5,0
118,"HILLIARD A. (SF)
Artland Dragons",25,22:46:00,7.4,2.3,4.5,51.30%,0.4,1.5,24.30%,2.7,6,44.70%,1.6,2.3,70.70%,1.1,2.7,3.8,1.6,0.2,0.8,0,2.1,8.1,0.3,0
102,"TRICE R. (SG)
ratiopharm ulm",29,19:57:00,7.3,2.9,5.8,49.10%,0.3,1.4,21.40%,3.2,7.3,43.60%,0.7,0.9,76.90%,1.3,2.3,3.6,0.9,1.3,0.8,0.1,1.7,8.1,2.7,0
104,"MASON-GRIFFIN T. (PG)
ratiopharm ulm",29,17:14:00,7.3,2.1,5.1,40.50%,0.5,1.6,32.60%,2.6,6.7,38.70%,1.6,1.9,85.20%,0.6,1.5,2.1,2.8,0.8,1.6,0,1.1,7,4.9,1
95,"LOOBY K. (C)
EnBW Ludwigsburg",34,19:22:00,7,2.5,3.7,68.30%,0,0,0.00%,2.5,3.7,68.30%,1.9,3,63.70%,2,3.3,5.3,0.4,0.4,0.9,1.6,2.9,11.4,-0.4,0
98,"KRUEL B. (C)
Phoenix Hagen",33,18:43:00,6.9,2.5,4.2,59.30%,0,0.1,25.00%,2.5,4.4,58.30%,1.8,2.4,75.60%,1,1.9,2.9,1.1,0.5,1.5,0.3,2.6,7.7,-2.9,0
149,"CHIKOKO V. (PF)
BG Göttingen",17,14:29:00,6.9,2.7,4.7,57.50%,0.2,0.5,50.00%,2.9,5.2,56.80%,0.8,1.4,54.20%,2.1,2.4,4.5,0.3,0.2,1,0.7,2.1,8.7,-2.1,0
113,"BULJAN Z. (PF)
Telekom Baskets Bonn",28,17:32:00,6.8,1.9,4.5,42.50%,0.5,2.1,21.70%,2.4,6.7,35.80%,1.6,2.1,74.60%,1.2,2.5,3.6,0.8,0.4,2.1,0.1,2.8,4.8,-4.1,0
179,"GALLUP E. (PG)
TBB Trier",10,20:28:00,6.8,0.9,2.8,32.10%,1.5,4.2,35.70%,2.4,7,34.30%,0.5,0.6,83.30%,0.3,1.4,1.7,0.8,0.4,1,0,1.2,4,0.1,0
112,"PILCEVIC R. (PG)
LTi GIESSEN 46ers",29,25:34:00,6.7,0.9,2.3,37.30%,1.1,3.4,32.30%,2,5.7,34.30%,1.6,1.9,85.50%,0.2,1.3,1.5,3.3,0.7,2.1,0,3.1,5.9,-6.1,1
117,"CUKINAS P. (C)
WALTER Tigers Tübingen",28,19:48:00,6.7,2.6,4.4,58.10%,0.3,0.9,30.80%,2.9,5.4,53.30%,0.7,1.4,48.70%,1,1.8,2.9,1.1,0.2,1.3,0.2,2.4,6.5,-1.2,0
158,"TUCKER D. (C)
BG Göttingen",16,16:08:00,6.6,1.3,2.1,61.80%,0.9,2.4,38.50%,2.3,4.6,49.30%,1.1,1.4,81.80%,0.6,1.9,2.6,0.5,0.3,0.8,0.1,2.1,6.6,-6.3,1
105,"WEBER M. (SF)
BG Göttingen",33,24:18:00,6.4,1.8,3.7,48.40%,0.4,1.5,27.10%,2.2,5.2,42.40%,1.6,2.7,59.60%,0.6,1.8,2.3,1.6,0.4,1.9,0.1,3.1,5,-6.8,0
177,"BUCKNOR J. (SF)
s.Oliver Baskets",11,13:43:00,6.4,0.8,1.5,56.30%,1.2,3.2,37.10%,2,4.6,43.10%,1.2,1.5,81.30%,0.6,2.2,2.8,0.4,0.5,1.2,0,1.9,5.9,-0.7,0
106,"SMITH T. (SF)
BBC Bayreuth",32,27:05:00,6.3,2.2,4.3,49.60%,0.3,0.8,33.30%,2.4,5.1,47.20%,1.3,1.8,69.50%,2.2,4,6.1,2.9,0.6,2.1,0.2,1.6,10.8,-4.8,0
107,"BYNUM J. (PG)
TBB Trier",32,22:24:00,6.3,2.3,5.7,39.90%,0.1,0.2,28.60%,2.3,5.9,39.50%,1.5,2.4,63.60%,0.7,2.3,3,1.8,0.8,1.1,0.2,2.7,6.7,-2.6,1
111,"WYRICK B. (SF)
BBC Bayreuth",31,21:49:00,6.3,1.2,3.2,38.40%,1,3.2,32.30%,2.3,6.4,35.40%,0.7,1.2,62.20%,1.3,2.5,3.8,0.7,0.1,1.2,0,2.7,5.1,-5.6,0
148,"BAILEY B. (SG)
Artland Dragons",19,23:13:00,6.3,1.6,3.4,48.40%,0.3,1.4,19.20%,1.9,4.7,40.00%,2.3,3.2,71.70%,0.1,0.9,1,2.2,0.8,1.5,0.1,2.6,5.2,3.2,0
103,"STRASSER J. (PG)
Artland Dragons",34,23:37:00,6.2,0.9,1.6,53.60%,1.1,3.1,37.50%,2,4.7,43.10%,1,1.2,85.40%,0.2,1.2,1.4,2,0.2,1.3,0.1,2.5,5.6,3.2,0
125,"PREWITT C. (PF)
LTi GIESSEN 46ers",27,20:14:00,6.2,0.7,1.9,38.00%,1.3,3.3,39.80%,2,5.1,39.10%,0.9,1.1,76.70%,0.7,1.6,2.4,0.8,0.6,0.6,0,3.2,6,-2.7,0
153,"BAILEY K. (PG)
BG Göttingen",18,28:15:00,6.2,1.3,4.7,28.20%,0.8,2.7,29.20%,2.1,7.4,28.60%,1.2,1.8,63.60%,1.3,2.7,4.1,1.8,0.6,1.4,0.1,2.3,5.2,-9.9,0
143,"GORDON A. (PG)
Eisbären Bremerhaven",21,21:53:00,6.1,0.7,2,34.10%,1.3,3.8,33.80%,2,5.8,33.90%,0.9,1.1,82.60%,0.1,1.3,1.3,2.4,0.7,1.7,0,2.1,4.8,-2.4,2
154,"STOKES C. (SG)
BBC Bayreuth",18,16:41:00,6.1,0.8,1.8,42.40%,1.3,4.4,30.00%,2.1,6.3,33.60%,0.6,0.7,83.30%,0.2,1.7,1.9,0.9,0.2,1.3,0.2,2,3.7,-3.9,2
123,"OHLBRECHT T. (C)
FRAPORT SKYLINERS",29,16:15:00,6,2.1,4,52.10%,0,0.1,0.00%,2.1,4.1,51.30%,1.8,2.4,74.30%,1.5,2.5,4,0.3,0.2,1.3,0.5,2.6,7,0.7,0
116,"DOJCIN D. (PF)
TBB Trier",32,22:02:00,5.8,1.4,2.8,49.40%,0.8,2.2,34.30%,2.1,5,42.80%,0.8,1.2,73.00%,1,1.8,2.8,1.2,0.3,1.3,0.1,2.2,5.8,-3,0
119,"MAJSTOROVIC M. (PF)
EWE Baskets Oldenburg",31,17:00:00,5.8,1.4,2.4,58.10%,0.7,2.4,31.10%,2.1,4.8,44.60%,0.8,1.4,59.10%,1.1,2.2,3.3,0.7,0.2,0.7,0.7,2.2,6.9,1.3,0
122,"NADJFEJI A. (PF)
FC Bayern München",30,15:49:00,5.8,2.3,4.1,55.30%,0,0.2,0.00%,2.3,4.3,52.70%,1.3,2.2,58.20%,0.8,2.2,3,1.2,0.3,1.1,0.2,2.4,6.5,1,0
142,"WASHINGTON J. (SG)
TBB Trier",23,18:18:00,5.7,0.8,2.1,38.80%,1,3.2,29.70%,1.8,5.3,33.30%,1.2,1.5,80.00%,0.3,1.5,1.8,0.6,0.4,1.1,0,1.7,3.5,-3.8,0
186,"HANSBROUGH B. (PG)
FC Bayern München",10,13:43:00,5.5,0.8,2.6,30.80%,0.5,1.5,33.30%,1.3,4.1,31.70%,2.4,3.2,75.00%,0.3,1.3,1.6,2.7,0.6,1.3,0,1.7,5.5,0.7,2
130,"SIMON N. (PG)
WALTER Tigers Tübingen",29,14:26:00,5.4,0.8,1.7,47.90%,0.9,1.7,52.00%,1.7,3.4,50.00%,1.1,1.5,74.40%,0.4,0.8,1.2,0.7,0.2,0.5,0,2.5,4.9,0.1,0
121,"GREENE D. (SG)
FC Bayern München",34,22:18:00,5.2,0.8,1.5,50.00%,0.9,1.9,47.00%,1.7,3.5,48.30%,0.9,1,85.70%,0.1,1.6,1.7,1,0.4,0.7,0,2.2,5.7,2.9,0
126,"JAGLA J. (PF)
FC Bayern München",32,11:54:00,5.1,1.4,2.7,52.90%,0.6,2.3,25.00%,2,5,40.30%,0.6,0.9,62.10%,1.3,1.6,2.8,0.5,0.2,0.4,0.3,1.8,5.3,-1.3,0
173,"JAZVIN E. (C)
EnBW Ludwigsburg",15,16:32:00,5,2,3.7,54.50%,0,0.1,0.00%,2,3.7,53.60%,1,1.5,68.20%,1.5,1.6,3.1,0.8,0.4,1.5,0,2.6,5.5,-2.4,2
128,"HERBER J. (SG)
FRAPORT SKYLINERS",33,20:27:00,4.9,0.6,1.8,31.70%,1,2.6,37.90%,1.6,4.5,35.40%,0.7,1.2,57.50%,0.5,1.6,2.1,1.3,0.3,1.2,0,2.3,4,0.4,0
181,"BREWER J. (PG)
Eisbären Bremerhaven",13,29:30:00,4.9,0.8,2.2,34.50%,0.6,2.8,22.20%,1.4,5,27.70%,1.5,2.1,74.10%,0.6,2.5,3.2,5.1,0.9,2.4,0.2,2.2,7.6,-3.9,1
132,"MITTMANN N. (SF)
New Yorker Phantoms Braunschweig",32,17:00:00,4.8,0.6,1.2,51.40%,1,2.1,45.60%,1.6,3.3,47.60%,0.8,1.2,63.20%,0.4,2.3,2.8,0.6,0.5,0.4,0.1,1.6,6.3,-0.4,0
131,"SEIFERTH A. (C)
TBB Trier",34,10:51:00,4.6,1.8,2.8,63.80%,0,0,0.00%,1.8,2.8,63.80%,1.1,1.6,64.30%,1,1.2,2.1,0.1,0.2,0.9,0.1,2.4,4.7,-3.2,0
208,"SPARKS P. (PG)
Phoenix Hagen",5,26:46:00,4.6,0.4,1.6,25.00%,1,3.8,26.30%,1.4,5.4,25.90%,0.8,1.2,66.70%,0.4,0.8,1.2,5,1.2,3,0,2.2,4.6,-12.2,0
152,"SMEULDERS R. (C)
EWE Baskets Oldenburg",25,15:37:00,4.5,1.5,3,50.00%,0,0,0.00%,1.5,3,50.00%,1.6,2.3,67.20%,1.3,2.6,3.9,0.3,0.2,0.8,0.2,2.3,6.1,-2.2,0
151,"SEWARD E. (C)
Phoenix Hagen",26,14:23:00,4.4,1.8,2.7,68.60%,0,0,0.00%,1.8,2.7,68.60%,0.7,1.6,41.50%,1.8,2.6,4.4,0.1,0.1,0.7,0.5,1.8,7,-3.3,0
198,"BROWN G. (SF)
s.Oliver Baskets",8,11:36:00,4.3,1.1,2.1,52.90%,0.3,1.1,22.20%,1.4,3.3,42.30%,1.3,2,62.50%,1.1,0.6,1.8,0.6,0.3,0.9,0.3,1.4,3.6,4,0
199,"SAUNDERS D. (SF)
BG Göttingen",7,23:28:00,4.3,0.9,3.9,22.20%,0.7,2.6,27.80%,1.6,6.4,24.40%,0.4,0.9,50.00%,2.1,3.6,5.7,1,0.9,0.7,0.3,1.4,6.1,-9,0
137,"GRüNHEID G. (PF)
Artland Dragons",34,14:54:00,4.2,1.4,2.6,52.90%,0.3,1,26.50%,1.6,3.6,45.50%,0.7,1.5,46.20%,1,2.3,3.3,1.2,0.9,1.2,0.5,2.3,6.2,2.5,0
138,"BAHIENSE DE MELLO D. (SG)
EWE Baskets Oldenburg",34,15:12:00,4.2,0.6,1,57.60%,0.9,2.9,30.60%,1.4,3.9,37.40%,0.4,0.6,79.00%,0.3,1.2,1.5,0.8,0.2,0.8,0,1.7,3.4,-0.1,0
139,"KING A. (SF)
s.Oliver Baskets",34,16:02:00,4.1,0.9,1.7,54.20%,0.5,2.3,23.10%,1.5,4,36.50%,0.6,0.9,65.60%,1,1.8,2.8,0.8,0.6,0.6,0,1.7,4.8,1,0
140,"OEHLE R. (C)
LTi GIESSEN 46ers",34,11:40:00,4.1,1.4,3.1,46.20%,0,0,0.00%,1.4,3.1,45.80%,1.2,1.8,64.50%,0.7,1.7,2.3,0.2,0.1,0.9,0.4,2,3.8,-1.8,0
146,"KULAWICK R. (SG)
New Yorker Phantoms Braunschweig",30,14:46:00,4.1,0.3,0.6,44.40%,1.1,2.7,40.70%,1.4,3.3,41.40%,0.3,0.3,90.00%,0.4,1.5,1.8,0.6,0.4,0.3,0,1.9,4.7,1.6,1
204,"MCCULLOUGH T. (SF)
LTi GIESSEN 46ers",6,12:34:00,4,1,3.7,27.30%,0.2,0.7,25.00%,1.2,4.3,26.90%,1.5,2.3,64.30%,1,1.2,2.2,1,1,2.5,0.3,2.3,2,-1.2,1
147,"SCHULTZE S. (PF)
ALBA BERLIN",31,10:04:00,3.9,0.5,0.8,58.30%,0.9,2.2,39.70%,1.3,3,44.60%,0.4,0.5,80.00%,0.2,1.1,1.3,0.6,0.3,0.6,0.1,1.8,3.7,1.7,0
220,"BOUMTJE BOUMTJE R. (C)
FC Bayern München",4,11:15:00,3.8,1.3,2.3,55.60%,0,0,0.00%,1.3,2.3,55.60%,1.3,1.8,71.40%,1,2,3,1,0,0.5,0,1.8,5.8,7.8,0
145,"NOCH P. (SF)
BG Göttingen",34,13:17:00,3.7,1.1,2.5,41.90%,0.4,1.6,24.50%,1.4,4.1,35.30%,0.5,0.8,57.10%,0.7,1.3,1.9,0.4,0.2,0.8,0.1,2.1,2.6,-6.5,0
150,"SHTEIN M. (C)
BBC Bayreuth",31,14:40:00,3.7,1.2,2.7,42.90%,0,0.3,11.10%,1.2,3,39.80%,1.3,2.2,58.00%,0.8,1.8,2.6,0.3,0.1,0.9,0.2,1.8,3.2,-6,0
209,"ADAMCZAK N. (SG)
BG Göttingen",6,08:56:00,3.7,0.2,0.5,33.30%,1,2.7,37.50%,1.2,3.2,36.80%,0.3,0.3,100.00%,0.3,1,1.3,0,0.2,1,0,1.3,2.2,-4.7,0
183,"SCHMIDT S. (C)
BBC Bayreuth",17,13:08:00,3.6,1.5,3.8,40.60%,0,0,0.00%,1.5,3.8,40.60%,0.5,0.8,64.30%,0.4,1.4,1.8,0.3,0.3,0.8,0.1,2,2.7,-1.7,0
180,"THEIS D. (C)
New Yorker Phantoms Braunschweig",20,08:18:00,3.4,1.1,1.9,56.80%,0.1,0.4,14.30%,1.1,2.2,50.00%,1.1,1.7,64.70%,0.8,1.2,2,0.6,0.2,0.5,0.9,1.6,4.7,1.4,0
201,"NOLEN A. (PG)
LTi GIESSEN 46ers",8,13:35:00,3.4,0.6,1.9,33.30%,0.4,1.8,21.40%,1,3.6,27.60%,1,1.9,53.30%,0.8,1.3,2,1.5,1,1.5,0,2,2.9,-5.9,0
161,"NOLTE M. (C)
FRAPORT SKYLINERS",32,12:29:00,3.3,0.9,1.8,50.80%,0,0,0.00%,0.9,1.8,50.90%,1.4,1.9,71.00%,1,1,2,0.2,0.2,0.7,0.2,1.7,3.7,-2,0
165,"SEHOVIC S. (SG)
EWE Baskets Oldenburg",30,12:16:00,3.3,0.7,1.3,57.90%,0.3,1.6,18.40%,1,2.9,35.60%,0.9,1,87.10%,0.6,1.5,2.1,0.6,0.2,0.9,0.1,1.3,3.3,-0.2,0
166,"SCHMITZ S. (PG)
BBC Bayreuth",29,12:42:00,3.3,0.4,1,41.40%,0.6,2,31.60%,1,3,34.90%,0.6,0.7,90.00%,0.1,1.2,1.3,1.1,0.1,1,0,1.5,2.9,-3.5,0
202,"DJURASOVIC B. (SF)
LTi GIESSEN 46ers",8,14:40:00,3.3,0.5,2.1,23.50%,0.6,1.8,35.70%,1.1,3.9,29.00%,0.4,0.6,60.00%,0.3,1.5,1.8,0.1,0.5,1.6,0.1,2.1,1.1,-5.1,0
155,"BETZ S. (SF)
ratiopharm ulm",34,11:52:00,3.2,0.4,0.9,48.40%,0.5,1.3,39.50%,0.9,2.2,43.20%,0.8,1,82.40%,0.5,1,1.4,0.5,0.2,0.3,0.1,1.4,3.7,1.6,0
164,"RAFFINGTON J. (PF)
Eisbären Bremerhaven",32,08:57:00,3.2,0.9,1.9,49.20%,0.3,1,27.30%,1.2,2.9,41.50%,0.5,0.7,68.20%,0.7,0.8,1.4,0.5,0,0.6,0.1,1.3,2.7,-1.1,0
