pl,player,games,minutes,points,m2,a2,per2,m3,a3,per3,mfg,afg,perfg,mft,aft,perft,dr,or,tr,as,st,to,bs,pf,ef,plusminus,dbl
215,"TORBERT K. (SG)
ratiopharm ulm",5,08:11:00,3.2,0.4,1.6,25.00%,0.6,1,60.00%,1,2.6,38.50%,0.6,0.8,75.00%,0.6,0.6,1.2,0.4,0,0,0,0.6,3,0.2,1
159,"MANGOLD A. (PG)
Telekom Baskets Bonn",34,13:48:00,3.1,0.4,1,34.30%,0.5,1.4,37.50%,0.9,2.4,36.10%,0.8,1,76.50%,0.4,1,1.4,0.8,0.5,0.9,0,2.4,3.1,0.4,0
160,"TOMASZEK R. (PF)
s.Oliver Baskets",34,11:18:00,3.1,1.1,2.6,43.20%,0,0.1,0.00%,1.1,2.6,42.20%,0.8,1.2,68.30%,1,1.4,2.4,0.2,0.4,0.9,0.1,2.6,3.3,-0.2,1
167,"SCHWETHELM P. (SF)
FC Bayern München",31,13:17:00,3.1,0.4,0.8,52.00%,0.6,2.2,28.40%,1,3,34.80%,0.4,0.4,92.30%,0.5,1.6,2.1,0.3,0.3,0.6,0,1.4,3.3,0.6,0
169,"ZAZAI A. (PG)
LTi GIESSEN 46ers",27,15:08:00,3.1,0.9,2,43.40%,0.1,0.7,11.10%,0.9,2.6,35.20%,1.1,1.4,79.50%,0.3,0.9,1.2,2,0.9,1.3,0,2.3,3.9,-3.2,0
182,"NEUMANN P. (C)
Brose Baskets",20,07:06:00,3.1,1,1.3,73.10%,0,0,0.00%,1,1.3,73.10%,1.2,2.5,49.00%,0.8,1.5,2.3,0.5,0.2,0.6,0.5,1.3,4.4,3.4,0
163,"TADDA K. (SG)
Brose Baskets",34,14:09:00,3,0.5,0.8,65.40%,0.5,1.9,26.60%,1,2.6,37.80%,0.5,0.7,75.00%,0.1,1,1.1,1.6,0.7,0.3,0.1,1.6,4.4,9.3,0
168,"SCHNEIDERS N. (C)
New Yorker Phantoms Braunschweig",31,08:04:00,3,1.2,2,58.10%,0,0,0.00%,1.2,2,58.10%,0.6,1.3,51.30%,1.2,1.6,2.8,0.2,0.2,0.6,0.2,2.1,4.4,-0.6,0
174,"KLEBER M. (PF)
s.Oliver Baskets",23,07:27:00,3,0.6,1,60.90%,0.4,1.1,34.60%,1,2.1,46.90%,0.7,1,62.50%,0.6,0.7,1.3,0.2,0.2,0.6,0.3,0.8,2.9,1.1,0
213,"RADINOVIC V. (C)
WALTER Tigers Tübingen",6,12:10:00,3,1.3,2.3,57.10%,0,0,0.00%,1.3,2.3,57.10%,0.3,0.5,66.70%,0.3,1.2,1.5,0,0.2,0.7,0.2,2.8,3,-3.8,0
189,"MAFRA R. (C)
BG Göttingen",18,09:15:00,2.7,1.1,3,35.20%,0,0.1,0.00%,1.1,3.1,34.60%,0.6,0.9,64.70%,0.7,1.2,1.9,0.3,0.1,0.7,0.3,1.3,2.3,-4.8,0
217,"JERETIN G. (PG)
Artland Dragons",6,15:54:00,2.7,0,0.5,0.00%,0.7,2.5,26.70%,0.7,3,22.20%,0.7,1,66.70%,0.2,1.2,1.3,1.2,0.2,1,0,2,1.7,0.8,0
171,"FAßLER O. (SG)
TBB Trier",31,14:40:00,2.6,0.6,1.9,34.50%,0.3,1.5,21.70%,1,3.4,28.90%,0.3,0.5,66.70%,0.3,1.5,1.8,0.7,0.2,0.8,0,1.6,1.8,-6,0
176,"SCHRöDER D. (PG)
New Yorker Phantoms Braunschweig",27,08:23:00,2.6,0.8,1.7,48.90%,0.1,0.6,11.80%,0.9,2.3,38.70%,0.7,1.1,64.50%,0,0.6,0.6,0.8,0.3,0.9,0,1.1,1.7,-2.4,0
191,"SPöLER T. (SF)
BBC Bayreuth",17,10:29:00,2.6,0.4,0.9,46.70%,0.3,1.6,18.50%,0.7,2.5,28.60%,0.9,1.2,75.00%,0.6,1.4,2,0.7,0.1,0.9,0.1,2.2,2.5,-4.4,0
219,"HARRIS T. (SF)
EnBW Ludwigsburg",6,13:03:00,2.5,1,2.2,46.20%,0.2,1.3,12.50%,1.2,3.5,33.30%,0,0.5,0.00%,0.8,1.3,2.2,1,0.5,1.2,0,2.2,2.2,-0.5,0
221,"GRIMALDI M. (SG)
BG Göttingen",6,14:28:00,2.5,0.2,1,16.70%,0.3,1.8,18.20%,0.5,2.8,17.70%,1.2,1.3,87.50%,0.3,2.3,2.7,0.7,0.3,0.8,0,2,2.8,-7.8,0
226,"KOCH F. (SF)
Telekom Baskets Bonn",4,02:50:00,2.5,0.3,0.8,33.30%,0.3,0.5,50.00%,0.5,1.3,40.00%,1.3,1.5,83.30%,0.3,0,0.3,0,0,0,0,1.3,1.8,-0.8,0
172,"MCCRAY D. (PG)
EnBW Ludwigsburg",33,12:52:00,2.4,0.3,1.2,25.60%,0.4,1.5,26.00%,0.7,2.7,25.80%,0.6,1,57.60%,0.4,0.7,1.2,0.9,0.6,0.9,0.1,1.9,1.8,1.2,0
175,"SPODEN R. (PF)
WALTER Tigers Tübingen",29,07:41:00,2.4,0.3,0.6,55.60%,0.4,1.4,29.30%,0.8,2,37.30%,0.5,0.6,77.80%,0.4,1.1,1.5,0.1,0.1,0.5,0,1.8,2.3,0,0
184,"KOCH T. (SF)
EnBW Ludwigsburg",25,09:44:00,2.4,0.1,0.6,21.40%,0.6,1.4,44.10%,0.7,1.9,37.50%,0.4,0.6,71.40%,0.1,1,1.2,0.2,0.2,0.6,0,1.4,2.1,-0.6,0
188,"STAIGER L. (SG)
ALBA BERLIN",21,09:35:00,2.4,0.1,0.4,33.30%,0.7,2.2,30.40%,0.8,2.6,30.90%,0.1,0.2,75.00%,0.4,0.8,1.2,0.5,0.1,0.3,0.1,0.7,2.1,1.6,1
195,"BARTHEL D. (PF)
FRAPORT SKYLINERS",15,08:33:00,2.4,0.9,1.5,56.50%,0.1,0.2,33.30%,0.9,1.7,53.90%,0.5,0.9,53.90%,0.3,0.6,0.9,0.2,0.1,0.5,0.1,1.4,2.1,-1.3,0
192,"WOHLFARTH-BOTTERMANN J. (C)
Telekom Baskets Bonn",20,05:51:00,2.2,0.8,1.9,43.20%,0,0,0.00%,0.8,1.9,43.20%,0.6,0.9,64.70%,0.7,0.9,1.5,0.1,0.1,0.4,0.6,1.1,2.7,-1.5,0
205,"HALL D. (C)
FC Bayern München",11,07:31:00,2.2,0.9,1.7,52.60%,0,0,0.00%,0.9,1.7,52.60%,0.4,0.5,66.70%,0.8,0.4,1.2,0.4,0.3,0.4,0,2.1,2.6,0,0
190,"CLAY O. (PF)
s.Oliver Baskets",21,06:43:00,2.1,0.6,1.4,41.40%,0,0,0.00%,0.6,1.4,41.40%,1,1.4,66.70%,0.5,0.7,1.2,0.1,0.2,0.7,0.3,1.2,2,-1.7,0
211,"KALAMPOKIS I. (SF)
ALBA BERLIN",11,13:24:00,2,0.4,1,36.40%,0.2,1.2,15.40%,0.5,2.2,25.00%,0.7,0.9,80.00%,0.1,1.5,1.6,2,0.1,1.2,0,2.1,2.6,2.1,0
216,"STROWBRIDGE C. (PG)
EWE Baskets Oldenburg",8,05:35:00,2,0.4,1.3,30.00%,0.3,1.3,20.00%,0.6,2.5,25.00%,0.5,0.5,100.00%,0,0.3,0.3,0.1,0.1,1,0,1,-0.4,-0.6,1
222,"HARTENSTEIN F. (C)
Artland Dragons",7,04:10:00,2,0.9,1.3,66.70%,0,0.1,0.00%,0.9,1.4,60.00%,0.3,0.6,50.00%,0.3,0.6,0.9,0.1,0,0.6,0,1.4,1.6,-1,0
185,"SPOHR D. (SF)
Phoenix Hagen",30,09:58:00,1.9,0.4,1.2,29.70%,0.2,0.8,29.20%,0.6,2,29.50%,0.5,0.6,82.40%,0.4,1,1.4,0.3,0.2,0.5,0,1,1.8,-3.3,0
196,"CANTY A. (PG)
Eisbären Bremerhaven",20,07:24:00,1.8,0.1,0.7,14.30%,0.4,1.2,34.80%,0.5,1.9,27.00%,0.4,0.4,100.00%,0.2,0.7,0.9,0.3,0.2,0.5,0,1,1.3,-1.4,0
214,"VARGAS A. (PG)
WALTER Tigers Tübingen",10,07:48:00,1.8,0.4,0.8,50.00%,0.3,0.5,60.00%,0.7,1.3,53.90%,0.1,0.2,50.00%,0.2,0.9,1.1,0.4,0.1,0.1,0,0.7,2.6,-2.7,0
193,"HALDIN M. (PG)
LTi GIESSEN 46ers",23,08:48:00,1.7,0.3,1,29.20%,0.2,0.9,25.00%,0.5,1.9,27.30%,0.4,0.5,75.00%,0.1,1,1.1,0.4,0.1,0.9,0,0.7,0.9,-4.5,0
200,"FREESE J. (C)
EWE Baskets Oldenburg",17,06:42:00,1.7,0.6,0.9,62.50%,0,0,0.00%,0.6,0.9,62.50%,0.5,1.2,40.00%,0.4,0.9,1.2,0.2,0.1,0.2,0.1,1.2,2.1,1.2,0
203,"SCHMIDT D. (PG)
Brose Baskets",16,05:55:00,1.6,0.4,0.6,60.00%,0.3,0.5,50.00%,0.6,1.1,55.60%,0.1,0.4,33.30%,0.1,0.6,0.6,0.3,0.1,0.5,0.1,1.1,1.4,4.1,0
231,"STUCKEY M. (PG)
Brose Baskets",5,06:11:00,1.6,0.2,0.6,33.30%,0.4,1.2,33.30%,0.6,1.8,33.30%,0,0,0.00%,0,0.6,0.6,0.4,0.2,0.6,0,1,1,1.4,0
206,"DORETH B. (SG)
FC Bayern München",15,06:42:00,1.5,0.3,0.5,50.00%,0.3,0.9,30.80%,0.5,1.4,38.10%,0.2,0.3,75.00%,0.1,0.5,0.6,0.5,0.1,0.1,0,0.9,1.7,-1.7,0
239,"BEKTESHI B. (PG)
EnBW Ludwigsburg",2,03:32:00,1.5,0,0,0.00%,0,0.5,0.00%,0,0.5,0.00%,1.5,2,75.00%,0,0,0,0.5,0,0,0,0,1,-3,0
194,"THüLIG F. (SF)
Telekom Baskets Bonn",29,08:31:00,1.3,0.2,0.5,35.70%,0.3,0.8,33.30%,0.4,1.3,34.20%,0.1,0.2,60.00%,0.2,0.3,0.5,0.3,0.1,0.1,0,1.3,1.2,-1.8,0
212,"WENZL M. (C)
ratiopharm ulm",18,04:00:00,1.2,0.3,0.6,54.50%,0,0,0.00%,0.3,0.6,54.60%,0.5,0.9,52.90%,0.3,0.6,0.9,0.1,0.1,0.3,0,0.9,1.3,-1.9,0
210,"PICARD S. (SG)
TBB Trier",22,04:41:00,1,0.2,0.5,41.70%,0.2,0.7,26.70%,0.4,1.2,33.30%,0,0.1,0.00%,0.1,0.4,0.5,0.1,0.1,0.1,0,0.6,0.6,-2.1,0
224,"DOEINCK F. (SG)
Artland Dragons",10,01:36:00,1,0.2,0.3,66.70%,0.2,0.4,50.00%,0.4,0.7,57.10%,0,0,0.00%,0,0,0,0,0,0.1,0,0.8,0.6,-0.2,0
240,"GERTZ L. (SG)
New Yorker Phantoms Braunschweig",3,01:59:00,1,0.3,0.7,50.00%,0,0,0.00%,0.3,0.7,50.00%,0.3,0.7,50.00%,0.3,0,0.3,0,0,0,0,0,0.7,-2,0
242,"BUNTZ J. (SG)
ratiopharm ulm",2,01:45:00,1,0.5,1,50.00%,0,0,0.00%,0.5,1,50.00%,0,0,0.00%,0,0,0,0,0,0,0,0.5,0.5,-1,0
245,"SLATER J. (PG)
BG Göttingen",2,07:52:00,1,0,0.5,0.00%,0,1.5,0.00%,0,2,0.00%,1,1,100.00%,0,1.5,1.5,1,0.5,0,0,2.5,2,1,0
246,"MAIER J. (SF)
EnBW Ludwigsburg",2,05:29:00,1,0.5,3,16.70%,0,0.5,0.00%,0.5,3.5,14.30%,0,0,0.00%,1,0,1,0,0,0.5,0,0.5,-1.5,-1,0
228,"SMIT K. (PG)
EWE Baskets Oldenburg",11,03:19:00,0.9,0.2,0.4,50.00%,0,0.3,0.00%,0.2,0.6,28.60%,0.5,0.7,75.00%,0.2,0.5,0.6,0.4,0,0.6,0,0.8,0.6,0.6,0
207,"PERL M. (PG)
LTi GIESSEN 46ers",29,07:14:00,0.8,0.2,0.6,37.50%,0.1,0.3,22.20%,0.3,0.9,32.00%,0.2,0.3,50.00%,0.2,0.3,0.5,0.3,0.3,0.3,0,1.7,0.8,-2.2,0
218,"RAZIS C. (SF)
EWE Baskets Oldenburg",19,03:22:00,0.8,0.3,0.5,50.00%,0.1,0.1,100.00%,0.3,0.6,54.60%,0.1,0.3,40.00%,0.2,0.1,0.3,0.2,0.1,0.3,0,0.5,0.7,1.5,0
225,"OLADIPO F. (PF)
ratiopharm ulm",13,03:42:00,0.8,0.2,0.6,37.50%,0,0.1,0.00%,0.2,0.7,33.30%,0.3,0.6,50.00%,0.2,0.6,0.8,0.1,0,0.5,0,0.6,0.3,-0.2,0
229,"HENNEBERGER C. (SG)
s.Oliver Baskets",11,04:09:00,0.8,0,0.2,0.00%,0.2,0.7,25.00%,0.2,0.9,20.00%,0.3,0.5,50.00%,0,0.1,0.1,0.2,0.1,0,0,0.3,0.2,-1.8,0
233,"HOFFMANN C. (PG)
Artland Dragons",9,01:48:00,0.8,0.2,0.2,100.00%,0,0.2,0.00%,0.2,0.4,50.00%,0.3,0.4,75.00%,0,0,0,0,0,0.4,0,0.3,0,-0.9,0
243,"OMAMOGHO I. (PF)
Artland Dragons",3,00:38:00,0.7,0.3,0.3,100.00%,0,0,0.00%,0.3,0.3,100.00%,0,0,0.00%,0,0,0,0,0,0,0,0.3,0.7,0.3,0
223,"NJEI A. (SG)
Artland Dragons",19,03:11:00,0.6,0.1,0.3,40.00%,0.1,0.5,20.00%,0.2,0.8,26.70%,0.1,0.1,50.00%,0.1,0.2,0.3,0.3,0.1,0.1,0.1,0.4,0.6,0.5,0
234,"WILKINS D. (PF)
Phoenix Hagen",9,02:21:00,0.6,0.2,0.6,40.00%,0,0,0.00%,0.2,0.6,40.00%,0.1,0.1,100.00%,0,0.3,0.3,0,0.1,0.6,0,0.3,0.1,0.1,0
235,"ALBUS J. (SF)
WALTER Tigers Tübingen",9,01:12:00,0.6,0.1,0.3,33.30%,0.1,0.3,33.30%,0.2,0.7,33.30%,0,0,0.00%,0,0.4,0.4,0.1,0.1,0.1,0,0.4,0.7,0.2,0
232,"HAIN D. (PG)
Telekom Baskets Bonn",17,04:39:00,0.5,0.1,0.1,100.00%,0.1,0.3,20.00%,0.1,0.4,33.30%,0.2,0.3,60.00%,0.1,0.2,0.3,0.2,0,0.1,0,0.5,0.5,-3.2,0
236,"RADOSAVLJEVIC B. (C)
FC Bayern München",8,03:52:00,0.5,0.3,0.9,28.60%,0,0,0.00%,0.3,0.9,28.60%,0,0.1,0.00%,0.4,0.9,1.3,0,0.1,0.5,0,1.3,0.6,-3.8,0
227,"SAIBOU J. (PG)
TBB Trier",26,04:22:00,0.4,0.1,0.4,18.20%,0,0.2,16.70%,0.1,0.7,17.70%,0.1,0.2,75.00%,0.3,0.6,0.9,0.2,0.1,0.5,0,0.8,0.5,-1.8,0
230,"ROCKMANN M. (SG)
Phoenix Hagen",21,06:25:00,0.4,0.1,0.7,14.30%,0,0.4,12.50%,0.1,1,13.60%,0,0.1,50.00%,0.2,0.5,0.7,0.4,0.1,0.3,0,0.6,0.3,-2.7,0
237,"NEY J. (SG)
ALBA BERLIN",10,02:11:00,0.4,0.2,0.3,66.70%,0,0.3,0.00%,0.2,0.6,33.30%,0,0.1,0.00%,0.1,0.1,0.2,0.2,0,0.1,0.1,0.2,0.3,-1.3,0
244,"REUTER T. (SF)
Phoenix Hagen",5,03:25:00,0.4,0.2,0.6,33.30%,0,0.2,0.00%,0.2,0.8,25.00%,0,0,0.00%,0.2,0.4,0.6,0,0,0,0.4,0,0.8,-4.2,0
238,"HERWIG M. (PF)
BG Göttingen",12,02:12:00,0.3,0.2,0.5,33.30%,0,0.1,0.00%,0.2,0.6,28.60%,0,0.2,0.00%,0,0.3,0.3,0,0,0.1,0,0.7,-0.1,-0.3,0
241,"HEBERLEIN M. (SG)
ratiopharm ulm",9,01:29:00,0.3,0.1,0.1,100.00%,0,0.1,0.00%,0.1,0.2,50.00%,0.1,0.2,50.00%,0,0.1,0.1,0.1,0,0,0,0.1,0.3,-1,0
247,"ZEIS P. (PF)
BBC Bayreuth",4,03:42:00,0.3,0,0,0.00%,0,0.5,0.00%,0,0.5,0.00%,0.3,0.5,50.00%,0,0.8,0.8,0.3,0,0,0.3,0.5,0.8,-3.8,0
248,"MARKERT D. (PG)
BG Göttingen",8,01:33:00,0,0,0,0.00%,0,0.3,0.00%,0,0.3,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0.3,-0.3,-0.5,0
249,"PLUSKOTA M. (PF)
Eisbären Bremerhaven",1,01:47:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-1,0
250,"JOHNSON D. (SF)
Eisbären Bremerhaven",5,01:10:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-0.2,0
251,"WEISER J. (PG)
LTi GIESSEN 46ers",1,03:45:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,9,0
252,"DURANT S. (SG)
BBC Bayreuth",2,01:21:00,0,0,0,0.00%,0,0.5,0.00%,0,0.5,0.00%,0,0,0.00%,0,0.5,0.5,0,0,0,0,0,0,0,0
253,"RICHTER J. (C)
Brose Baskets",1,02:55:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,1,2,0,0,0,0,1,2,0,0
254,"KRAMER M. (SG)
Phoenix Hagen",2,01:41:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0.5,0,0.5,-0.5,-2.5,0
255,"OLDEN J. (C)
EnBW Ludwigsburg",1,00:56:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-1,0
256,"DONKOR A. (SG)
BG Göttingen",4,00:35:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0.3,0.3,0,0,0,0,0,0.3,0.8,0
257,"MONSE S. (PF)
Brose Baskets",3,01:31:00,0,0,0.7,0.00%,0,0,0.00%,0,0.7,0.00%,0,0,0.00%,0,0.3,0.3,0,0.3,0,0,0.7,0,0.3,0
258,"EL DOMIATY J. (PG)
Eisbären Bremerhaven",3,01:35:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0.3,0,0,-0.3,-2,0
259,"MALU J. (C)
Eisbären Bremerhaven",1,01:13:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,0,-5,0
260,"TURUDIC D. (C)
LTi GIESSEN 46ers",3,01:05:00,0,0,0.3,0.00%,0,0,0.00%,0,0.3,0.00%,0,0,0.00%,0,0.3,0.3,0.3,0,0,0,0.3,0.3,-0.3,0
261,"FRANKE F. (SF)
FRAPORT SKYLINERS",8,01:51:00,0,0,0,0.00%,0,0.3,0.00%,0,0.3,0.00%,0,0,0.00%,0.1,0.3,0.4,0.1,0,0.1,0,0,0.1,-1.1,0
262,"MEYER-HüBNER F. (PG)
WALTER Tigers Tübingen",1,00:07:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0
263,"DIETZ K. (C)
TBB Trier",2,01:10:00,0,0,0.5,0.00%,0,0,0.00%,0,0.5,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0.5,-0.5,-1,0
264,"THEILIG F. (PG)
FRAPORT SKYLINERS",3,03:18:00,0,0,0.3,0.00%,0,0,0.00%,0,0.3,0.00%,0,0,0.00%,0,0.3,0.3,0,0,0.3,0.3,0.3,0,0,0
265,"HADZOVIC N. (C)
EnBW Ludwigsburg",2,01:51:00,0,0,0.5,0.00%,0,0,0.00%,0,0.5,0.00%,0,0,0.00%,0,0,0,0,0,1.5,0,1.5,-2,-3,0
266,"TIENAREND N. (PG)
Eisbären Bremerhaven",1,02:09:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,-1,-4,0
267,"JöRG F. (C)
EWE Baskets Oldenburg",1,01:59:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,0,0.00%,0,1,1,0,0,0,0,0,0,2,0
268,"FüLLE S. (SG)
ALBA BERLIN",2,01:16:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0.5,0,0,0,0,0.5,-2,0
268,"MONSE S. (PF)
ALBA BERLIN",3,05:38:00,2,1,3,33.30%,0,0,0.00%,1,3,33.30%,0,0,0.00%,0,1,1,0,1,0,0,1,2,-1,0
270,"NOVAK J. (PF)
FRAPORT SKYLINERS",4,16:00:00,2,0,0,0.00%,0,1,0.00%,0,1,0.00%,2,2,100.00%,0,0,0,1,0,1,0,3,1,19,0
271,"RICHTER J. (C)
Brose Baskets",5,09:01:00,2,1,2,50.00%,0,3,0.00%,1,5,20.00%,0,0,0.00%,0,2,2,0,0,0,0,1,0,-8,0
254,"HARTMANN A. (PG)
EWE Baskets Oldenburg",1,07:23:00,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,2,50.00%,2,1,3,1,0,0,0,1,4,6,0
273,"MARIN M. (SG)
FC Bayern München",2,07:03:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,2,0,6,0
274,"OLDENBURG T. (PF)
FRAPORT SKYLINERS",2,00:46:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,1,0,1,0,0
275,"HEBERLEIN M. (SG)
ratiopharm ulm",8,15:27:00,0,0,2,0.00%,0,1,0.00%,0,3,0.00%,0,0,0.00%,2,0,2,1,0,0,0,1,0,6,0
276,"ILZHöFER S. (SF)
Neckar RIESEN Ludwigsburg",1,03:47:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,-1,-6,0
277,"AGVA M. (C)
WALTER Tigers Tübingen",1,00:41:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,0.00%,1,0,1,0,0,0,0,0,-1,-1,0
278,"CHAMBERS T. (PG)
BBC Bayreuth",2,00:38:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,-1,-1,0
279,"MALU J. (C)
Eisbären Bremerhaven",1,02:09:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-2,0
280,"HERWIG M. (PF)
s.Oliver Baskets",1,01:54:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,0,1,0,0,0,0,0,1,0,0
281,"BUNTIC L. (C)
TBB Trier",2,01:14:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,-1,0,0
282,"HERWIG D. (SF)
ALBA BERLIN",3,07:05:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,1,1,4,0
283,"LOPES J. (C)
TBB Trier",3,06:18:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,0,-8,0
284,"JOOS J. (PF)
Neckar RIESEN Ludwigsburg",3,08:59:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,2,0.00%,0,0,0,1,0,0,0,2,-2,6,0
285,"BREU L. (SG)
TBB Trier",1,01:26:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-5,0
